simulation,match_id,round,home_team,away_team,home_goals,away_goals,winner,loser,penalties
19,103,Third-place playoff,Senegal,England,1,1,England,Senegal,True
19,104,Final,Portugal,Argentina,1,0,Portugal,Argentina,False
20,73,Round of 32,Czech Republic,Canada,0,1,Canada,Czech Republic,False
20,74,Round of 32,Brazil,Tunisia,2,1,Brazil,Tunisia,False
20,75,Round of 32,Ecuador,Morocco,2,0,Ecuador,Morocco,False
20,76,Round of 32,Japan,Scotland,2,2,Scotland,Japan,True
20,77,Round of 32,Ivory Coast,Senegal,1,1,Ivory Coast,Senegal,True
20,78,Round of 32,France,Netherlands,2,1,France,Netherlands,False
20,79,Round of 32,Mexico,Uruguay,2,0,Mexico,Uruguay,False
20,80,Round of 32,England,DR Congo,3,0,England,DR Congo,False
20,81,Round of 32,New Zealand,South Korea,3,2,New Zealand,South Korea,False
20,82,Round of 32,Paraguay,Iraq,2,1,Paraguay,Iraq,False
20,83,Round of 32,Colombia,Croatia,1,0,Colombia,Croatia,False
20,84,Round of 32,Spain,Jordan,2,1,Spain,Jordan,False
20,85,Round of 32,Switzerland,Germany,0,3,Germany,Switzerland,False
20,86,Round of 32,United States,Belgium,2,0,United States,Belgium,False
20,87,Round of 32,Austria,Saudi Arabia,1,2,Saudi Arabia,Austria,False
20,88,Round of 32,Portugal,Panama,4,0,Portugal,Panama,False
20,89,Round of 16,Canada,Ecuador,0,1,Ecuador,Canada,False
20,90,Round of 16,Brazil,Ivory Coast,2,0,Brazil,Ivory Coast,False
20,91,Round of 16,Scotland,France,0,3,France,Scotland,False
20,92,Round of 16,Mexico,England,0,1,England,Mexico,False
20,93,Round of 16,Colombia,Spain,0,2,Spain,Colombia,False
20,94,Round of 16,New Zealand,Paraguay,1,0,New Zealand,Paraguay,False
20,95,Round of 16,United States,Portugal,0,1,Portugal,United States,False
20,96,Round of 16,Germany,Saudi Arabia,2,1,Germany,Saudi Arabia,False
20,97,Quarter-final,Ecuador,Brazil,0,2,Brazil,Ecuador,False
20,98,Quarter-final,Spain,New Zealand,2,2,New Zealand,Spain,True
20,99,Quarter-final,France,England,1,5,England,France,False
20,100,Quarter-final,Portugal,Germany,0,2,Germany,Portugal,False
20,101,Semi-final,Brazil,New Zealand,1,1,New Zealand,Brazil,True
20,102,Semi-final,England,Germany,1,0,England,Germany,False
20,103,Third-place playoff,Brazil,Germany,2,0,Brazil,Germany,False
20,104,Final,New Zealand,England,0,4,England,New Zealand,False
21,73,Round of 32,South Korea,Qatar,3,1,South Korea,Qatar,False
21,74,Round of 32,Brazil,Japan,0,1,Japan,Brazil,False
21,75,Round of 32,Ecuador,Tunisia,2,0,Ecuador,Tunisia,False
21,76,Round of 32,Netherlands,Morocco,1,0,Netherlands,Morocco,False
21,77,Round of 32,Curaçao,Senegal,0,2,Senegal,Curaçao,False
21,78,Round of 32,France,Egypt,1,0,France,Egypt,False
21,79,Round of 32,Mexico,Saudi Arabia,1,1,Mexico,Saudi Arabia,True
21,80,Round of 32,England,Uzbekistan,2,2,England,Uzbekistan,True
21,81,Round of 32,Belgium,Norway,3,0,Belgium,Norway,False
21,82,Round of 32,Paraguay,Switzerland,1,0,Paraguay,Switzerland,False
21,83,Round of 32,Colombia,Croatia,1,2,Croatia,Colombia,False
21,84,Round of 32,Spain,Argentina,2,0,Spain,Argentina,False
21,85,Round of 32,Canada,Austria,1,2,Austria,Canada,False
21,86,Round of 32,United States,Iran,1,2,Iran,United States,False
21,87,Round of 32,Algeria,Uruguay,1,0,Algeria,Uruguay,False
21,88,Round of 32,Portugal,Panama,4,1,Portugal,Panama,False
21,89,Round of 16,South Korea,Ecuador,0,2,Ecuador,South Korea,False
21,90,Round of 16,Japan,Senegal,2,1,Japan,Senegal,False
21,91,Round of 16,Netherlands,France,0,2,France,Netherlands,False
21,92,Round of 16,Mexico,England,2,4,England,Mexico,False
21,93,Round of 16,Croatia,Spain,1,0,Croatia,Spain,False
21,94,Round of 16,Belgium,Paraguay,0,3,Paraguay,Belgium,False
21,95,Round of 16,Iran,Portugal,0,0,Portugal,Iran,True
21,96,Round of 16,Austria,Algeria,2,2,Austria,Algeria,True
21,97,Quarter-final,Ecuador,Japan,4,0,Ecuador,Japan,False
21,98,Quarter-final,Croatia,Paraguay,2,2,Paraguay,Croatia,True
21,99,Quarter-final,France,England,1,2,England,France,False
21,100,Quarter-final,Portugal,Austria,3,2,Portugal,Austria,False
21,101,Semi-final,Ecuador,Paraguay,0,1,Paraguay,Ecuador,False
21,102,Semi-final,England,Portugal,2,1,England,Portugal,False
21,103,Third-place playoff,Ecuador,Portugal,1,1,Portugal,Ecuador,True
21,104,Final,Paraguay,England,2,2,England,Paraguay,True
22,73,Round of 32,Czech Republic,Switzerland,0,2,Switzerland,Czech Republic,False
22,74,Round of 32,Brazil,Netherlands,4,5,Netherlands,Brazil,False
22,75,Round of 32,Germany,United States,2,4,United States,Germany,False
22,76,Round of 32,Japan,Morocco,2,0,Japan,Morocco,False
22,77,Round of 32,Ivory Coast,France,2,1,Ivory Coast,France,False
22,78,Round of 32,Norway,Tunisia,3,2,Norway,Tunisia,False
22,79,Round of 32,Mexico,Ecuador,1,1,Ecuador,Mexico,True
22,80,Round of 32,England,Iraq,2,0,England,Iraq,False
22,81,Round of 32,Belgium,South Africa,1,0,Belgium,South Africa,False
22,82,Round of 32,Paraguay,Qatar,2,1,Paraguay,Qatar,False
22,83,Round of 32,Portugal,Ghana,2,2,Ghana,Portugal,True
22,84,Round of 32,Uruguay,Algeria,3,3,Algeria,Uruguay,True
22,85,Round of 32,Canada,Austria,1,3,Austria,Canada,False
22,86,Round of 32,Australia,Egypt,2,1,Australia,Egypt,False
22,87,Round of 32,Argentina,Spain,0,4,Spain,Argentina,False
22,88,Round of 32,Colombia,Croatia,0,1,Croatia,Colombia,False
22,89,Round of 16,Switzerland,United States,3,0,Switzerland,United States,False
22,90,Round of 16,Netherlands,Ivory Coast,5,3,Netherlands,Ivory Coast,False
22,91,Round of 16,Japan,Norway,1,3,Norway,Japan,False
22,92,Round of 16,Ecuador,England,0,1,England,Ecuador,False
22,93,Round of 16,Ghana,Algeria,0,2,Algeria,Ghana,False
22,94,Round of 16,Belgium,Paraguay,1,0,Belgium,Paraguay,False
22,95,Round of 16,Australia,Croatia,1,1,Australia,Croatia,True
22,96,Round of 16,Austria,Spain,0,3,Spain,Austria,False
22,97,Quarter-final,Switzerland,Netherlands,1,1,Netherlands,Switzerland,True
22,98,Quarter-final,Algeria,Belgium,2,0,Algeria,Belgium,False
22,99,Quarter-final,Norway,England,1,3,England,Norway,False
22,100,Quarter-final,Australia,Spain,1,6,Spain,Australia,False
22,101,Semi-final,Netherlands,Algeria,2,1,Netherlands,Algeria,False
22,102,Semi-final,England,Spain,1,2,Spain,England,False
22,103,Third-place playoff,Algeria,England,2,1,Algeria,England,False
22,104,Final,Netherlands,Spain,1,2,Spain,Netherlands,False
23,73,Round of 32,South Korea,Canada,3,0,South Korea,Canada,False
23,74,Round of 32,Morocco,Netherlands,1,1,Morocco,Netherlands,True
23,75,Round of 32,Ivory Coast,Paraguay,0,0,Ivory Coast,Paraguay,True
23,76,Round of 32,Japan,Brazil,0,1,Brazil,Japan,False
23,77,Round of 32,Ecuador,Iraq,4,0,Ecuador,Iraq,False
23,78,Round of 32,France,Tunisia,1,0,France,Tunisia,False
23,79,Round of 32,Mexico,Scotland,0,1,Scotland,Mexico,False
23,80,Round of 32,Croatia,Uruguay,1,1,Uruguay,Croatia,True
23,81,Round of 32,Iran,Czech Republic,2,2,Iran,Czech Republic,True
23,82,Round of 32,Turkey,Argentina,0,0,Turkey,Argentina,True
23,83,Round of 32,Portugal,England,0,0,England,Portugal,True
23,84,Round of 32,Spain,Algeria,4,1,Spain,Algeria,False
23,85,Round of 32,Switzerland,New Zealand,3,1,Switzerland,New Zealand,False
23,86,Round of 32,United States,Belgium,0,0,United States,Belgium,True
23,87,Round of 32,Austria,Saudi Arabia,2,2,Austria,Saudi Arabia,True
23,88,Round of 32,Colombia,Panama,4,0,Colombia,Panama,False
23,89,Round of 16,South Korea,Ivory Coast,0,1,Ivory Coast,South Korea,False
23,90,Round of 16,Morocco,Ecuador,0,2,Ecuador,Morocco,False
23,91,Round of 16,Brazil,France,0,2,France,Brazil,False
23,92,Round of 16,Scotland,Uruguay,0,2,Uruguay,Scotland,False
23,93,Round of 16,England,Spain,1,2,Spain,England,False
23,94,Round of 16,Iran,Turkey,2,1,Iran,Turkey,False
23,95,Round of 16,United States,Colombia,0,1,Colombia,United States,False
23,96,Round of 16,Switzerland,Austria,1,0,Switzerland,Austria,False
23,97,Quarter-final,Ivory Coast,Ecuador,3,2,Ivory Coast,Ecuador,False
23,98,Quarter-final,Spain,Iran,3,1,Spain,Iran,False
23,99,Quarter-final,France,Uruguay,2,1,France,Uruguay,False
23,100,Quarter-final,Colombia,Switzerland,0,3,Switzerland,Colombia,False
23,101,Semi-final,Ivory Coast,Spain,1,1,Spain,Ivory Coast,True
23,102,Semi-final,France,Switzerland,2,3,Switzerland,France,False
23,103,Third-place playoff,Ivory Coast,France,2,1,Ivory Coast,France,False
23,104,Final,Spain,Switzerland,2,1,Spain,Switzerland,False
24,73,Round of 32,Mexico,Switzerland,1,3,Switzerland,Mexico,False
24,74,Round of 32,Morocco,Netherlands,0,3,Netherlands,Morocco,False
24,75,Round of 32,Ecuador,Australia,3,1,Ecuador,Australia,False
24,76,Round of 32,Japan,Brazil,0,0,Brazil,Japan,True
24,77,Round of 32,Ivory Coast,France,0,3,France,Ivory Coast,False
24,78,Round of 32,Norway,Tunisia,1,3,Tunisia,Norway,False
24,79,Round of 32,South Korea,Cape Verde,1,0,South Korea,Cape Verde,False
24,80,Round of 32,England,Uzbekistan,1,1,England,Uzbekistan,True
24,81,Round of 32,New Zealand,Czech Republic,0,1,Czech Republic,New Zealand,False
24,82,Round of 32,United States,Qatar,3,1,United States,Qatar,False
24,83,Round of 32,Portugal,Panama,0,0,Portugal,Panama,True
24,84,Round of 32,Uruguay,Jordan,1,1,Uruguay,Jordan,True
24,85,Round of 32,Canada,Egypt,1,0,Canada,Egypt,False
24,86,Round of 32,Turkey,Belgium,1,0,Turkey,Belgium,False
24,87,Round of 32,Argentina,Spain,3,2,Argentina,Spain,False
24,88,Round of 32,Colombia,Croatia,1,1,Croatia,Colombia,True
24,89,Round of 16,Switzerland,Ecuador,1,0,Switzerland,Ecuador,False
24,90,Round of 16,Netherlands,France,1,0,Netherlands,France,False
24,91,Round of 16,Brazil,Tunisia,3,1,Brazil,Tunisia,False
24,92,Round of 16,South Korea,England,1,1,England,South Korea,True
24,93,Round of 16,Portugal,Uruguay,2,1,Portugal,Uruguay,False
24,94,Round of 16,Czech Republic,United States,1,3,United States,Czech Republic,False
24,95,Round of 16,Turkey,Croatia,1,0,Turkey,Croatia,False
24,96,Round of 16,Canada,Argentina,1,0,Canada,Argentina,False
24,97,Quarter-final,Switzerland,Netherlands,0,3,Netherlands,Switzerland,False
24,98,Quarter-final,Portugal,United States,1,2,United States,Portugal,False
24,99,Quarter-final,Brazil,England,0,2,England,Brazil,False
24,100,Quarter-final,Turkey,Canada,2,0,Turkey,Canada,False
24,101,Semi-final,Netherlands,United States,0,2,United States,Netherlands,False
24,102,Semi-final,England,Turkey,2,1,England,Turkey,False
24,103,Third-place playoff,Netherlands,Turkey,3,1,Netherlands,Turkey,False
24,104,Final,United States,England,1,2,England,United States,False
25,73,Round of 32,South Korea,Switzerland,0,1,Switzerland,South Korea,False
25,74,Round of 32,Brazil,Japan,1,1,Brazil,Japan,True
25,75,Round of 32,Ecuador,Turkey,0,3,Turkey,Ecuador,False
25,76,Round of 32,Netherlands,Morocco,2,2,Netherlands,Morocco,True
25,77,Round of 32,Ivory Coast,Senegal,0,1,Senegal,Ivory Coast,False
25,78,Round of 32,France,Tunisia,3,1,France,Tunisia,False
25,79,Round of 32,Mexico,Germany,3,1,Mexico,Germany,False
25,80,Round of 32,England,Norway,4,0,England,Norway,False
25,81,Round of 32,New Zealand,South Africa,1,1,New Zealand,South Africa,True
25,82,Round of 32,United States,Algeria,0,2,Algeria,United States,False
25,83,Round of 32,Colombia,Croatia,0,0,Colombia,Croatia,True
25,84,Round of 32,Spain,Austria,2,0,Spain,Austria,False
25,85,Round of 32,Canada,Egypt,2,2,Egypt,Canada,True
25,86,Round of 32,Paraguay,Iran,1,2,Iran,Paraguay,False
25,87,Round of 32,Argentina,Uruguay,0,1,Uruguay,Argentina,False
25,88,Round of 32,Portugal,Panama,1,0,Portugal,Panama,False
25,89,Round of 16,Switzerland,Turkey,2,2,Switzerland,Turkey,True
25,90,Round of 16,Brazil,Senegal,1,0,Brazil,Senegal,False
25,91,Round of 16,Netherlands,France,0,2,France,Netherlands,False
25,92,Round of 16,Mexico,England,1,2,England,Mexico,False
25,93,Round of 16,Colombia,Spain,0,1,Spain,Colombia,False
25,94,Round of 16,New Zealand,Algeria,2,1,New Zealand,Algeria,False
25,95,Round of 16,Iran,Portugal,0,3,Portugal,Iran,False
25,96,Round of 16,Egypt,Uruguay,1,1,Uruguay,Egypt,True
25,97,Quarter-final,Switzerland,Brazil,0,0,Brazil,Switzerland,True
25,98,Quarter-final,Spain,New Zealand,2,1,Spain,New Zealand,False
25,99,Quarter-final,France,England,3,1,France,England,False
25,100,Quarter-final,Portugal,Uruguay,1,2,Uruguay,Portugal,False
25,101,Semi-final,Brazil,Spain,0,2,Spain,Brazil,False
25,102,Semi-final,France,Uruguay,3,0,France,Uruguay,False
25,103,Third-place playoff,Brazil,Uruguay,1,0,Brazil,Uruguay,False
25,104,Final,Spain,France,1,2,France,Spain,False
26,73,Round of 32,South Korea,Switzerland,1,2,Switzerland,South Korea,False
26,74,Round of 32,Morocco,Japan,1,1,Japan,Morocco,True
26,75,Round of 32,Germany,Brazil,3,1,Germany,Brazil,False
26,76,Round of 32,Netherlands,Scotland,3,0,Netherlands,Scotland,False
26,77,Round of 32,Ecuador,Senegal,0,2,Senegal,Ecuador,False
26,78,Round of 32,France,United States,2,1,France,United States,False
26,79,Round of 32,Mexico,Uruguay,3,2,Mexico,Uruguay,False
26,80,Round of 32,England,Ivory Coast,0,0,England,Ivory Coast,True
26,81,Round of 32,Belgium,South Africa,3,0,Belgium,South Africa,False
26,82,Round of 32,Australia,Qatar,2,1,Australia,Qatar,False
26,83,Round of 32,Colombia,Croatia,0,2,Croatia,Colombia,False
26,84,Round of 32,Spain,Austria,2,1,Spain,Austria,False
26,85,Round of 32,Canada,New Zealand,2,0,Canada,New Zealand,False
26,86,Round of 32,Turkey,Iran,3,2,Turkey,Iran,False
26,87,Round of 32,Argentina,Cape Verde,5,0,Argentina,Cape Verde,False
26,88,Round of 32,Portugal,Panama,3,1,Portugal,Panama,False
26,89,Round of 16,Switzerland,Germany,0,1,Germany,Switzerland,False
26,90,Round of 16,Japan,Senegal,1,0,Japan,Senegal,False
26,91,Round of 16,Netherlands,France,2,0,Netherlands,France,False
26,92,Round of 16,Mexico,England,0,0,England,Mexico,True
26,93,Round of 16,Croatia,Spain,1,1,Spain,Croatia,True
26,94,Round of 16,Belgium,Australia,0,0,Belgium,Australia,True
26,95,Round of 16,Turkey,Portugal,3,3,Portugal,Turkey,True
26,96,Round of 16,Canada,Argentina,2,2,Canada,Argentina,True
26,97,Quarter-final,Germany,Japan,1,0,Germany,Japan,False
26,98,Quarter-final,Spain,Belgium,1,0,Spain,Belgium,False
26,99,Quarter-final,Netherlands,England,1,1,England,Netherlands,True
26,100,Quarter-final,Portugal,Canada,3,2,Portugal,Canada,False
26,101,Semi-final,Germany,Spain,2,1,Germany,Spain,False
26,102,Semi-final,England,Portugal,0,3,Portugal,England,False
26,103,Third-place playoff,Spain,England,2,0,Spain,England,False
26,104,Final,Germany,Portugal,2,1,Germany,Portugal,False
27,73,Round of 32,South Korea,Canada,2,1,South Korea,Canada,False
27,74,Round of 32,Scotland,Sweden,3,0,Scotland,Sweden,False
27,75,Round of 32,Ecuador,Tunisia,2,2,Ecuador,Tunisia,True
27,76,Round of 32,Netherlands,Brazil,3,1,Netherlands,Brazil,False
27,77,Round of 32,Germany,Norway,0,1,Norway,Germany,False
27,78,Round of 32,France,New Zealand,3,1,France,New Zealand,False
27,79,Round of 32,Mexico,Curaçao,1,0,Mexico,Curaçao,False
27,80,Round of 32,Croatia,Uzbekistan,1,1,Uzbekistan,Croatia,True
27,81,Round of 32,Belgium,Spain,0,3,Spain,Belgium,False
27,82,Round of 32,Australia,Bosnia and Herzegovina,2,1,Australia,Bosnia and Herzegovina,False
27,83,Round of 32,Portugal,England,0,1,England,Portugal,False
27,84,Round of 32,Cape Verde,Austria,0,2,Austria,Cape Verde,False
27,85,Round of 32,Switzerland,Algeria,0,1,Algeria,Switzerland,False
27,86,Round of 32,Paraguay,Egypt,2,1,Paraguay,Egypt,False
27,87,Round of 32,Argentina,Uruguay,0,0,Argentina,Uruguay,True
27,88,Round of 32,DR Congo,Panama,1,1,Panama,DR Congo,True
27,89,Round of 16,South Korea,Ecuador,1,3,Ecuador,South Korea,False
27,90,Round of 16,Scotland,Norway,1,1,Norway,Scotland,True
27,91,Round of 16,Netherlands,France,1,1,Netherlands,France,True
27,92,Round of 16,Mexico,Uzbekistan,1,1,Uzbekistan,Mexico,True
27,93,Round of 16,England,Austria,1,1,England,Austria,True
27,94,Round of 16,Spain,Australia,2,0,Spain,Australia,False
27,95,Round of 16,Paraguay,Panama,3,0,Paraguay,Panama,False
27,96,Round of 16,Algeria,Argentina,0,0,Argentina,Algeria,True
27,97,Quarter-final,Ecuador,Norway,0,2,Norway,Ecuador,False
27,98,Quarter-final,England,Spain,0,0,Spain,England,True
27,99,Quarter-final,Netherlands,Uzbekistan,4,1,Netherlands,Uzbekistan,False
27,100,Quarter-final,Paraguay,Argentina,1,1,Argentina,Paraguay,True
27,101,Semi-final,Norway,Spain,1,1,Norway,Spain,True
27,102,Semi-final,Netherlands,Argentina,1,2,Argentina,Netherlands,False
27,103,Third-place playoff,Spain,Netherlands,4,0,Spain,Netherlands,False
27,104,Final,Norway,Argentina,1,3,Argentina,Norway,False
28,73,Round of 32,Czech Republic,Canada,2,1,Czech Republic,Canada,False
28,74,Round of 32,Brazil,Japan,2,2,Japan,Brazil,True
28,75,Round of 32,Ecuador,Haiti,3,2,Ecuador,Haiti,False
28,76,Round of 32,Netherlands,Morocco,2,0,Netherlands,Morocco,False
28,77,Round of 32,Germany,Norway,2,4,Norway,Germany,False
28,78,Round of 32,France,Tunisia,4,1,France,Tunisia,False
28,79,Round of 32,Mexico,Uruguay,1,4,Uruguay,Mexico,False
28,80,Round of 32,Panama,Senegal,1,2,Senegal,Panama,False
28,81,Round of 32,Belgium,South Africa,0,1,South Africa,Belgium,False
28,82,Round of 32,Turkey,Qatar,6,1,Turkey,Qatar,False
28,83,Round of 32,Uzbekistan,England,1,0,Uzbekistan,England,False
28,84,Round of 32,Spain,Argentina,2,1,Spain,Argentina,False
28,85,Round of 32,Switzerland,Ivory Coast,2,0,Switzerland,Ivory Coast,False
28,86,Round of 32,Australia,Egypt,1,0,Australia,Egypt,False
28,87,Round of 32,Algeria,Saudi Arabia,3,0,Algeria,Saudi Arabia,False
28,88,Round of 32,Portugal,Croatia,0,6,Croatia,Portugal,False
28,89,Round of 16,Czech Republic,Ecuador,3,1,Czech Republic,Ecuador,False
28,90,Round of 16,Japan,Norway,2,0,Japan,Norway,False
28,91,Round of 16,Netherlands,France,1,1,France,Netherlands,True
28,92,Round of 16,Uruguay,Senegal,3,1,Uruguay,Senegal,False
28,93,Round of 16,Uzbekistan,Spain,0,5,Spain,Uzbekistan,False
28,94,Round of 16,South Africa,Turkey,1,6,Turkey,South Africa,False
28,95,Round of 16,Australia,Croatia,0,3,Croatia,Australia,False
28,96,Round of 16,Switzerland,Algeria,1,1,Switzerland,Algeria,True
28,97,Quarter-final,Czech Republic,Japan,0,1,Japan,Czech Republic,False
28,98,Quarter-final,Spain,Turkey,2,2,Turkey,Spain,True
28,99,Quarter-final,France,Uruguay,4,1,France,Uruguay,False
28,100,Quarter-final,Croatia,Switzerland,1,1,Switzerland,Croatia,True
28,101,Semi-final,Japan,Turkey,0,1,Turkey,Japan,False
28,102,Semi-final,France,Switzerland,2,0,France,Switzerland,False
28,103,Third-place playoff,Japan,Switzerland,1,1,Switzerland,Japan,True
28,104,Final,Turkey,France,1,2,France,Turkey,False
29,73,Round of 32,South Korea,Switzerland,2,0,South Korea,Switzerland,False
29,74,Round of 32,Morocco,Sweden,2,0,Morocco,Sweden,False
29,75,Round of 32,Ecuador,Australia,0,0,Ecuador,Australia,True
29,76,Round of 32,Japan,Brazil,3,3,Japan,Brazil,True
29,77,Round of 32,Germany,Norway,2,1,Germany,Norway,False
29,78,Round of 32,France,Netherlands,0,4,Netherlands,France,False
29,79,Round of 32,Mexico,Scotland,2,2,Scotland,Mexico,True
29,80,Round of 32,Ghana,Ivory Coast,2,2,Ivory Coast,Ghana,True
29,81,Round of 32,New Zealand,Saudi Arabia,5,1,New Zealand,Saudi Arabia,False
29,82,Round of 32,Turkey,Algeria,0,0,Algeria,Turkey,True
29,83,Round of 32,Colombia,England,0,1,England,Colombia,False
29,84,Round of 32,Spain,Austria,5,0,Spain,Austria,False
29,85,Round of 32,Canada,Belgium,0,0,Belgium,Canada,True
29,86,Round of 32,United States,Iran,0,2,Iran,United States,False
29,87,Round of 32,Argentina,Uruguay,7,1,Argentina,Uruguay,False
29,88,Round of 32,Portugal,Croatia,0,0,Portugal,Croatia,True
29,89,Round of 16,South Korea,Ecuador,0,0,Ecuador,South Korea,True
29,90,Round of 16,Morocco,Germany,3,1,Morocco,Germany,False
29,91,Round of 16,Japan,Netherlands,1,4,Netherlands,Japan,False
29,92,Round of 16,Scotland,Ivory Coast,1,3,Ivory Coast,Scotland,False
29,93,Round of 16,England,Spain,0,0,Spain,England,True
29,94,Round of 16,New Zealand,Algeria,0,1,Algeria,New Zealand,False
29,95,Round of 16,Iran,Portugal,0,2,Portugal,Iran,False
29,96,Round of 16,Belgium,Argentina,1,4,Argentina,Belgium,False
29,97,Quarter-final,Ecuador,Morocco,4,0,Ecuador,Morocco,False
29,98,Quarter-final,Spain,Algeria,2,1,Spain,Algeria,False
29,99,Quarter-final,Netherlands,Ivory Coast,6,1,Netherlands,Ivory Coast,False
29,100,Quarter-final,Portugal,Argentina,1,1,Portugal,Argentina,True
29,101,Semi-final,Ecuador,Spain,1,2,Spain,Ecuador,False
29,102,Semi-final,Netherlands,Portugal,0,5,Portugal,Netherlands,False
29,103,Third-place playoff,Ecuador,Netherlands,3,0,Ecuador,Netherlands,False
29,104,Final,Spain,Portugal,0,2,Portugal,Spain,False
30,73,Round of 32,Mexico,Canada,0,0,Mexico,Canada,True
30,74,Round of 32,Brazil,Tunisia,3,0,Brazil,Tunisia,False
30,75,Round of 32,Germany,Turkey,2,0,Germany,Turkey,False
30,76,Round of 32,Japan,Morocco,2,0,Japan,Morocco,False
30,77,Round of 32,Ecuador,Senegal,2,0,Ecuador,Senegal,False
30,78,Round of 32,France,Sweden,3,1,France,Sweden,False
30,79,Round of 32,South Korea,Curaçao,1,0,South Korea,Curaçao,False
30,80,Round of 32,England,Norway,6,1,England,Norway,False
30,81,Round of 32,Belgium,Saudi Arabia,3,0,Belgium,Saudi Arabia,False
30,82,Round of 32,Australia,Qatar,1,1,Australia,Qatar,True
30,83,Round of 32,Portugal,Croatia,2,0,Portugal,Croatia,False
30,84,Round of 32,Spain,Austria,3,0,Spain,Austria,False
30,85,Round of 32,Switzerland,Algeria,5,5,Switzerland,Algeria,True
30,86,Round of 32,United States,Egypt,2,2,Egypt,United States,True
30,87,Round of 32,Argentina,Uruguay,0,1,Uruguay,Argentina,False
30,88,Round of 32,Colombia,Panama,3,1,Colombia,Panama,False
30,89,Round of 16,Mexico,Germany,2,2,Germany,Mexico,True
30,90,Round of 16,Brazil,Ecuador,2,1,Brazil,Ecuador,False
30,91,Round of 16,Japan,France,1,1,France,Japan,True
30,92,Round of 16,South Korea,England,3,2,South Korea,England,False
30,93,Round of 16,Portugal,Spain,0,1,Spain,Portugal,False
30,94,Round of 16,Belgium,Australia,2,0,Belgium,Australia,False
30,95,Round of 16,Egypt,Colombia,1,1,Colombia,Egypt,True
30,96,Round of 16,Switzerland,Uruguay,1,1,Uruguay,Switzerland,True
30,97,Quarter-final,Germany,Brazil,1,2,Brazil,Germany,False
30,98,Quarter-final,Spain,Belgium,4,0,Spain,Belgium,False
30,99,Quarter-final,France,South Korea,2,2,South Korea,France,True
30,100,Quarter-final,Colombia,Uruguay,0,0,Uruguay,Colombia,True
30,101,Semi-final,Brazil,Spain,1,1,Spain,Brazil,True
30,102,Semi-final,South Korea,Uruguay,1,3,Uruguay,South Korea,False
30,103,Third-place playoff,Brazil,South Korea,0,2,South Korea,Brazil,False
30,104,Final,Spain,Uruguay,2,1,Spain,Uruguay,False
31,73,Round of 32,South Korea,Qatar,2,0,South Korea,Qatar,False
31,74,Round of 32,Haiti,Tunisia,0,2,Tunisia,Haiti,False
31,75,Round of 32,Ivory Coast,Morocco,0,0,Morocco,Ivory Coast,True
31,76,Round of 32,Netherlands,Scotland,2,0,Netherlands,Scotland,False
31,77,Round of 32,Germany,Senegal,2,2,Senegal,Germany,True
31,78,Round of 32,Iraq,Paraguay,1,2,Paraguay,Iraq,False
31,79,Round of 32,Mexico,Ecuador,2,1,Mexico,Ecuador,False
31,80,Round of 32,Croatia,DR Congo,3,0,Croatia,DR Congo,False
31,81,Round of 32,Belgium,South Africa,2,1,Belgium,South Africa,False
31,82,Round of 32,United States,Canada,3,2,United States,Canada,False
31,83,Round of 32,Portugal,England,2,0,Portugal,England,False
31,84,Round of 32,Spain,Algeria,1,3,Algeria,Spain,False
31,85,Round of 32,Switzerland,France,2,1,Switzerland,France,False
31,86,Round of 32,Australia,Egypt,1,0,Australia,Egypt,False
31,87,Round of 32,Argentina,Uruguay,2,1,Argentina,Uruguay,False
31,88,Round of 32,Colombia,Panama,2,0,Colombia,Panama,False
31,89,Round of 16,South Korea,Morocco,1,2,Morocco,South Korea,False
31,90,Round of 16,Tunisia,Senegal,0,0,Senegal,Tunisia,True
31,91,Round of 16,Netherlands,Paraguay,1,1,Paraguay,Netherlands,True
31,92,Round of 16,Mexico,Croatia,0,0,Mexico,Croatia,True
31,93,Round of 16,Portugal,Algeria,2,0,Portugal,Algeria,False
31,94,Round of 16,Belgium,United States,1,1,Belgium,United States,True
31,95,Round of 16,Australia,Colombia,1,1,Colombia,Australia,True
31,96,Round of 16,Switzerland,Argentina,1,3,Argentina,Switzerland,False
31,97,Quarter-final,Morocco,Senegal,0,0,Senegal,Morocco,True
31,98,Quarter-final,Portugal,Belgium,1,1,Belgium,Portugal,True
31,99,Quarter-final,Paraguay,Mexico,1,2,Mexico,Paraguay,False
31,100,Quarter-final,Colombia,Argentina,1,4,Argentina,Colombia,False
31,101,Semi-final,Senegal,Belgium,1,0,Senegal,Belgium,False
31,102,Semi-final,Mexico,Argentina,0,1,Argentina,Mexico,False
31,103,Third-place playoff,Belgium,Mexico,1,3,Mexico,Belgium,False
31,104,Final,Senegal,Argentina,2,1,Senegal,Argentina,False
32,73,Round of 32,South Africa,Canada,3,8,Canada,South Africa,False
32,74,Round of 32,Morocco,Japan,2,0,Morocco,Japan,False
32,75,Round of 32,Ecuador,Scotland,2,0,Ecuador,Scotland,False
32,76,Round of 32,Netherlands,Brazil,1,2,Brazil,Netherlands,False
32,77,Round of 32,Ivory Coast,Norway,0,3,Norway,Ivory Coast,False
32,78,Round of 32,France,Paraguay,6,4,France,Paraguay,False
32,79,Round of 32,Mexico,Germany,1,1,Mexico,Germany,True
32,80,Round of 32,England,Colombia,1,1,England,Colombia,True
